[2026-07-30 20:35:04] Buyuk koÅŸum basliyor: 780 hasta x 2 doz = 1560 trajectory hedefi (40dk pencere, 6 process)
  [1547/1560] trajectory_id=1546 hasta=773 doz=0.100 -> 17 kare, truncated=False
  [1548/1560] trajectory_id=1547 hasta=773 doz=1.000 -> 17 kare, truncated=False
  [1549/1560] trajectory_id=1548 hasta=774 doz=0.100 -> 17 kare, truncated=False
  [1550/1560] trajectory_id=1549 hasta=774 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 02:39:48] 1550/1560 trajectory tamamlandý (geçen süre 364.7 dk, tahmini kalan süre 2.4 dk)
  [1551/1560] trajectory_id=1550 hasta=775 doz=0.100 -> 17 kare, truncated=False
  [1552/1560] trajectory_id=1551 hasta=775 doz=1.000 -> 17 kare, truncated=False
  [1553/1560] trajectory_id=1552 hasta=776 doz=0.100 -> 17 kare, truncated=False
  [1554/1560] trajectory_id=1553 hasta=776 doz=1.000 -> 17 kare, truncated=False
  [1555/1560] trajectory_id=1554 hasta=777 doz=0.100 -> 17 kare, truncated=False
  [1556/1560] trajectory_id=1555 hasta=777 doz=1.000 -> 17 kare, truncated=False
  [1557/1560] trajectory_id=1556 hasta=778 doz=0.100 -> 17 kare, truncated=False
  [1558/1560] trajectory_id=1557 hasta=778 doz=1.000 -> 17 kare, truncated=False
  [1559/1560] trajectory_id=1558 hasta=779 doz=0.100 -> 17 kare, truncated=False
  [1560/1560] trajectory_id=1559 hasta=779 doz=1.000 -> 17 kare, truncated=False

Tamamlandi (366.2 dakika).
  Toplam trajectory: 1560
  Kesilen (truncated) trajectory: 0
  Toplam kare (satir): 26520
  Kaydedildi: data/transient_dataset_large_1560
[2026-07-31 02:41:21] Uretim scripti bitti, exit_code=0
Toplam satir (kare): 26520
Toplam trajectory: 1560
Kesilen (truncated) trajectory: 0
Toplam hasta: 780
13 test hastasi (9,19,...,129) hala 'test' mi: True
13 val hastasi (8,18,...,128) hala 'val' mi: True
i>=130 tum yeni hastalar 'train' mi: True
SPLIT KORUMA DOGRULAMASI: GECTI
SPLIT KORUMA DOGRULAMASI: GECTI
============================= test session starts =============================
platform win32 -- Python 3.14.6, pytest-9.1.1, pluggy-1.6.0 -- C:\Users\oktay\Downloads\vivax_world_model_demo\vivax_world_model_demo\.venv\Scripts\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\oktay\Downloads\vivax_world_model_demo\vivax_world_model_demo
plugins: anyio-4.14.2
collecting ... collected 5 items

tests/test_generate_transient_dataset.py::test_existing_test_patients_unchanged PASSED [ 20%]
tests/test_generate_transient_dataset.py::test_existing_val_patients_unchanged PASSED [ 40%]
tests/test_generate_transient_dataset.py::test_existing_train_patients_unchanged PASSED [ 60%]
tests/test_generate_transient_dataset.py::test_new_patients_always_train PASSED [ 80%]
tests/test_generate_transient_dataset.py::test_boundary_patient_index_is_130 PASSED [100%]

============================== 5 passed in 1.60s ==============================
[2026-07-31 02:41:24] Dogrulama exit=0, pytest exit=0
[2026-07-31 02:41:24] BASARILI: data/transient_dataset_large_1560 -> data/transient_dataset_large olarak tasindi (eski 260'lik yedegi ayri korunuyor: data/transient_dataset_large_backup_260/)
[2026-07-31 02:41:24] TUM ISLEM TAMAMLANDI
